example_id,model,mode,score,argmax_window,n_windows,n_tokens,latency_ms,device
7b8c2773603ffa85,meta-llama/Llama-Prompt-Guard-2-22M,truncate,0.0031240019015967846,0,1,114,9.352375054731965,mps
7b8c2773603ffa85,meta-llama/Llama-Prompt-Guard-2-22M,chunk,0.0031240019015967846,0,1,114,8.489541942253709,mps
fb802b1afbf14c44,meta-llama/Llama-Prompt-Guard-2-22M,truncate,0.00996351707726717,0,1,63,6.891541997902095,mps
fb802b1afbf14c44,meta-llama/Llama-Prompt-Guard-2-22M,chunk,0.00996351707726717,0,1,63,7.396207889541984,mps
1953b31d11c3b11c,meta-llama/Llama-Prompt-Guard-2-22M,truncate,0.004967343062162399,0,1,146,9.417916997335851,mps
1953b31d11c3b11c,meta-llama/Llama-Prompt-Guard-2-22M,chunk,0.004967343062162399,0,1,146,8.710333029739559,mps
0d3fcc163517ed93,meta-llama/Llama-Prompt-Guard-2-22M,truncate,0.0035296971909701824,0,1,74,6.721167010255158,mps
0d3fcc163517ed93,meta-llama/Llama-Prompt-Guard-2-22M,chunk,0.0035296971909701824,0,1,74,6.628582952544093,mps
16c4c0b5132c007b,meta-llama/Llama-Prompt-Guard-2-22M,truncate,0.005382205359637737,0,1,109,6.9130409974604845,mps
16c4c0b5132c007b,meta-llama/Llama-Prompt-Guard-2-22M,chunk,0.005382205359637737,0,1,109,6.813792046159506,mps
8c191fd112a81d68,meta-llama/Llama-Prompt-Guard-2-22M,truncate,0.0034922293853014708,0,1,132,8.167917025275528,mps
8c191fd112a81d68,meta-llama/Llama-Prompt-Guard-2-22M,chunk,0.0034922293853014708,0,1,132,7.944416953250766,mps
6516c497336a6507,meta-llama/Llama-Prompt-Guard-2-22M,truncate,0.0052411979995667934,0,1,109,6.903667002916336,mps
6516c497336a6507,meta-llama/Llama-Prompt-Guard-2-22M,chunk,0.0052411979995667934,0,1,109,6.932624964974821,mps
7a647912438bc848,meta-llama/Llama-Prompt-Guard-2-22M,truncate,0.006673866417258978,0,1,79,7.204000023193657,mps
7a647912438bc848,meta-llama/Llama-Prompt-Guard-2-22M,chunk,0.006673866417258978,0,1,79,7.762750028632581,mps
af2ad48c4651f694,meta-llama/Llama-Prompt-Guard-2-22M,truncate,0.0038295118138194084,0,1,160,9.574208059348166,mps
af2ad48c4651f694,meta-llama/Llama-Prompt-Guard-2-22M,chunk,0.0038295118138194084,0,1,160,9.286834043450654,mps
73734e76f2ba5f61,meta-llama/Llama-Prompt-Guard-2-22M,truncate,0.002542349277064204,0,1,92,7.032874971628189,mps
73734e76f2ba5f61,meta-llama/Llama-Prompt-Guard-2-22M,chunk,0.002542349277064204,0,1,92,7.495375000871718,mps
b2c873e66bd082fc,meta-llama/Llama-Prompt-Guard-2-22M,truncate,0.005663787480443716,0,1,53,6.991041940636933,mps
b2c873e66bd082fc,meta-llama/Llama-Prompt-Guard-2-22M,chunk,0.005663787480443716,0,1,53,6.70929194893688,mps
b876c9f735b96ba1,meta-llama/Llama-Prompt-Guard-2-22M,truncate,0.005201061721891165,0,1,92,6.8530000280588865,mps
b876c9f735b96ba1,meta-llama/Llama-Prompt-Guard-2-22M,chunk,0.005201061721891165,0,1,92,6.7389169707894325,mps
f2f1bc26bc5e8322,meta-llama/Llama-Prompt-Guard-2-22M,truncate,0.006351843476295471,0,1,79,6.6350830020383,mps
f2f1bc26bc5e8322,meta-llama/Llama-Prompt-Guard-2-22M,chunk,0.006351843476295471,0,1,79,6.610666983760893,mps
63aaf43d396e065c,meta-llama/Llama-Prompt-Guard-2-22M,truncate,0.005216709803789854,0,1,74,6.680749938823283,mps
63aaf43d396e065c,meta-llama/Llama-Prompt-Guard-2-22M,chunk,0.005216709803789854,0,1,74,6.48500001989305,mps
4753c47767009d0f,meta-llama/Llama-Prompt-Guard-2-22M,truncate,0.005112261977046728,0,1,84,7.030499982647598,mps
4753c47767009d0f,meta-llama/Llama-Prompt-Guard-2-22M,chunk,0.005112261977046728,0,1,84,6.7830829648301005,mps
1b8b978f0c85feb1,meta-llama/Llama-Prompt-Guard-2-22M,truncate,0.008785098791122437,0,1,78,6.818416994065046,mps
1b8b978f0c85feb1,meta-llama/Llama-Prompt-Guard-2-22M,chunk,0.008785098791122437,0,1,78,6.870125071145594,mps
